strategy,weight,sym,dir,m,res,factor_id,p
bgc_bnb_006,0.0348,BNB,R,B,1h,bgc_bnb,"[6, 124, 2.2]"
bgc_bnb_007,0.0348,BNB,R,B,1h,bgc_bnb,"[84, 124, 0.6]"
bgc_bnb_008,0.0348,BNB,R,B,1h,bgc_bnb,"[96, 98, 1.2]"
bgc_bnb_009,0.0348,BNB,R,B,1h,bgc_bnb,"[96, 894, 1.4]"
bgc_bnb_010,0.0348,BNB,R,B,1h,bgc_bnb,"[96, 124, 1.0]"
bgc_bnb_011,0.0348,BNB,R,B,1h,bgc_bnb,"[42, 743, 1.4]"
bgc_bnb_012,0.0348,BNB,R,R,1h,bgc_bnb,"[96, 124, 0.8]"
bgc_bnb_013,0.0348,BNB,R,R,1h,bgc_bnb,"[30, 236, 0.6]"
bgc_bnb_014,0.0348,BNB,R,R,1h,bgc_bnb,"[96, 617, 0.85]"
bgc_bnb_015,0.0348,BNB,R,R,1h,bgc_bnb,"[30, 124, 0.55]"
bgc_bnb_016,0.0348,BNB,R,R,1h,bgc_bnb,"[36, 617, 0.9]"
bgc_bnb_017,0.0348,BNB,R,R,1h,bgc_bnb,"[42, 894, 0.9]"
bgc_bnb_018,0.0348,BNB,R,R,1h,bgc_bnb,"[72, 1292, 0.9]"
bgc_bnb_019,0.0348,BNB,R,R,1h,bgc_bnb,"[84, 617, 0.85]"
bgc_bnb_020,0.0348,BNB,R,R,1h,bgc_bnb,"[24, 192, 0.7]"
bgc_bnb_021,0.0348,BNB,R,R,1h,bgc_bnb,"[96, 124, 0.85]"
bgc_bnb_022,0.0348,BNB,R,R,1h,bgc_bnb,"[96, 98, 0.9]"
bgc_btc_001,0.0465,BTC,R,B,1h,bgc_btc,"[96, 98, 1.6]"
bgc_btc_002,0.0465,BTC,R,B,1h,bgc_btc,"[84, 894, 1.6]"
bgc_btc_003,0.0465,BTC,R,B,1h,bgc_btc,"[36, 1292, 0.6]"
bgc_btc_004,0.0465,BTC,R,B,1h,bgc_btc,"[96, 98, 0.8]"
bgc_btc_005,0.0465,BTC,R,B,1h,bgc_btc,"[72, 894, 2.0]"
bgc_btc_006,0.0465,BTC,R,B,1h,bgc_btc,"[60, 894, 1.6]"
bgc_btc_007,0.0465,BTC,R,B,1h,bgc_btc,"[48, 1552, 1.6]"
bgc_btc_008,0.0465,BTC,R,B,1h,bgc_btc,"[60, 2238, 0.6]"
bgc_btc_009,0.0465,BTC,R,B,1h,bgc_btc,"[24, 1292, 1.8]"
bgc_btc_010,0.0465,BTC,R,B,1h,bgc_btc,"[1, 894, 1.6]"
bgc_btc_011,0.0465,BTC,R,B,1h,bgc_btc,"[6, 743, 1.2]"
bgc_btc_012,0.0465,BTC,R,B,1h,bgc_btc,"[4, 894, 1.6]"
bgc_btc_013,0.0465,BTC,R,R,1h,bgc_btc,"[42, 124, 0.5]"
bgc_btc_014,0.0465,BTC,R,R,1h,bgc_btc,"[6, 894, 0.85]"
bgc_btc_015,0.0465,BTC,R,R,1h,bgc_btc,"[42, 124, 0.6]"
bgc_btc_016,0.0465,BTC,R,R,1h,bgc_btc,"[12, 1292, 0.85]"
bgc_btc_017,0.0465,BTC,R,R,1h,bgc_btc,"[36, 1552, 0.9]"
bgc_btc_018,0.0465,BTC,R,R,1h,bgc_btc,"[30, 1552, 0.9]"
bgc_btc_019,0.0465,BTC,R,R,1h,bgc_btc,"[42, 2238, 0.8]"
bgc_btc_020,0.0465,BTC,R,R,1h,bgc_btc,"[60, 743, 0.95]"
bgc_btc_021,0.0465,BTC,R,R,1h,bgc_btc,"[6, 1292, 0.9]"
bgc_btc_022,0.0465,BTC,R,R,1h,bgc_btc,"[4, 236, 0.95]"
bgc_btc_023,0.0465,BTC,R,R,1h,bgc_btc,"[2, 1075, 0.9]"
bgc_btc_024,0.0465,BTC,R,R,1h,bgc_btc,"[8, 894, 0.85]"
bgc_cfx_001,0.0252,CFX,R,B,1h,bgc_cfx,"[8, 41, 1.4]"
bgc_cfx_002,0.0252,CFX,R,B,1h,bgc_cfx,"[60, 124, 1.8]"
bgc_cfx_003,0.0252,CFX,R,B,1h,bgc_cfx,"[8, 27, 1.4]"
bgc_cfx_004,0.0252,CFX,R,B,1h,bgc_cfx,"[30, 27, 2.0]"
bgc_cfx_005,0.0252,CFX,R,B,1h,bgc_cfx,"[30, 15, 1.6]"
bgc_cfx_006,0.0252,CFX,R,B,1h,bgc_cfx,"[8, 236, 1.8]"
bgc_cfx_007,0.0252,CFX,R,B,1h,bgc_cfx,"[2, 236, 2.2]"
bgc_cfx_008,0.0252,CFX,R,B,1h,bgc_cfx,"[36, 15, 1.6]"
bgc_cfx_009,0.0252,CFX,R,B,1h,bgc_cfx,"[8, 41, 1.8]"
bgc_cfx_010,0.0252,CFX,R,B,1h,bgc_cfx,"[8, 155, 1.6]"
bgc_cfx_011,0.0252,CFX,R,R,1h,bgc_cfx,"[8, 155, 0.95]"
bgc_cfx_012,0.0252,CFX,R,R,1h,bgc_cfx,"[12, 41, 0.95]"
bgc_cfx_013,0.0252,CFX,R,R,1h,bgc_cfx,"[8, 41, 0.85]"
bgc_cfx_014,0.0252,CFX,R,R,1h,bgc_cfx,"[8, 76, 0.9]"
bgc_cfx_015,0.0252,CFX,R,R,1h,bgc_cfx,"[12, 76, 0.95]"
bgc_cfx_016,0.0252,CFX,R,R,1h,bgc_cfx,"[6, 192, 0.8]"
bgc_cfx_017,0.0252,CFX,R,R,1h,bgc_cfx,"[12, 288, 0.95]"
bgc_cfx_018,0.0252,CFX,R,R,1h,bgc_cfx,"[12, 124, 0.95]"
bgc_cfx_019,0.0252,CFX,R,R,1h,bgc_cfx,"[6, 155, 0.9]"
bgc_cfx_020,0.0252,CFX,R,R,1h,bgc_cfx,"[8, 192, 0.95]"
bgc_cfx_021,0.0252,CFX,R,R,1h,bgc_cfx,"[8, 41, 0.95]"
bgc_crv_001,0.0026,CRV,R,B,1h,bgc_crv,"[60, 350, 0.6]"
bgc_crv_002,0.0026,CRV,R,B,1h,bgc_crv,"[42, 350, 0.6]"
bgc_crv_003,0.0026,CRV,R,B,1h,bgc_crv,"[60, 894, 1.0]"
bgc_crv_004,0.0026,CRV,R,B,1h,bgc_crv,"[42, 512, 1.0]"
bgc_crv_005,0.0026,CRV,R,B,1h,bgc_crv,"[48, 743, 0.6]"
bgc_crv_006,0.0026,CRV,R,B,1h,bgc_crv,"[96, 512, 0.0]"
bgc_crv_007,0.0026,CRV,R,B,1h,bgc_crv,"[84, 894, 1.4]"
bgc_crv_008,0.0026,CRV,R,B,1h,bgc_crv,"[84, 424, 0.0]"
bgc_crv_009,0.0026,CRV,R,B,1h,bgc_crv,"[72, 894, 1.4]"
bgc_crv_010,0.0026,CRV,R,B,1h,bgc_crv,"[42, 512, 0.6]"
bgc_crv_011,0.0026,CRV,R,B,1h,bgc_crv,"[48, 512, 0.6]"
bgc_crv_012,0.0026,CRV,R,R,1h,bgc_crv,"[42, 512, 0.8]"
bgc_crv_013,0.0026,CRV,R,R,1h,bgc_crv,"[48, 617, 0.6]"
bgc_crv_014,0.0026,CRV,R,R,1h,bgc_crv,"[42, 743, 0.65]"
bgc_crv_015,0.0026,CRV,R,R,1h,bgc_crv,"[24, 617, 0.6]"
bgc_crv_016,0.0026,CRV,R,R,1h,bgc_crv,"[30, 617, 0.55]"
bgc_crv_017,0.0026,CRV,R,R,1h,bgc_crv,"[60, 512, 0.5]"
bgc_crv_018,0.0026,CRV,R,R,1h,bgc_crv,"[36, 512, 0.75]"
bgc_crv_019,0.0026,CRV,R,R,1h,bgc_crv,"[96, 1075, 0.9]"
bgc_doge_001,0.0024,DOGE,R,B,1h,bgc_doge,"[36, 155, 0.2]"
bgc_doge_002,0.0024,DOGE,R,B,1h,bgc_doge,"[24, 1292, 0.2]"
bgc_doge_003,0.0024,DOGE,R,B,1h,bgc_doge,"[24, 1292, 0.0]"
bgc_doge_004,0.0024,DOGE,R,B,1h,bgc_doge,"[30, 98, 0.8]"
bgc_doge_005,0.0024,DOGE,R,B,1h,bgc_doge,"[36, 236, 0.0]"
bgc_doge_006,0.0024,DOGE,R,B,1h,bgc_doge,"[30, 288, 0.2]"
bgc_doge_007,0.0024,DOGE,R,B,1h,bgc_doge,"[42, 124, 1.0]"
bgc_doge_008,0.0024,DOGE,R,B,1h,bgc_doge,"[36, 155, 0.8]"
bgc_doge_009,0.0024,DOGE,R,B,1h,bgc_doge,"[96, 1552, 0.8]"
bgc_doge_010,0.0024,DOGE,R,B,1h,bgc_doge,"[30, 1292, 0.0]"
bgc_doge_011,0.0024,DOGE,R,B,1h,bgc_doge,"[60, 1864, 0.8]"
bgc_doge_012,0.0024,DOGE,R,B,1h,bgc_doge,"[36, 1552, 0.6]"
bgc_doge_013,0.0024,DOGE,R,R,1h,bgc_doge,"[24, 192, 0.65]"
bgc_doge_014,0.0024,DOGE,R,R,1h,bgc_doge,"[30, 1075, 0.6]"
bgc_doge_015,0.0024,DOGE,R,R,1h,bgc_doge,"[18, 1292, 0.55]"
bgc_doge_016,0.0024,DOGE,R,R,1h,bgc_doge,"[8, 1292, 0.55]"
bgc_doge_017,0.0024,DOGE,R,R,1h,bgc_doge,"[24, 192, 0.7]"
bgc_doge_018,0.0024,DOGE,R,R,1h,bgc_doge,"[30, 236, 0.55]"
bgc_doge_019,0.0024,DOGE,R,R,1h,bgc_doge,"[8, 192, 0.55]"
bgc_doge_020,0.0024,DOGE,R,R,1h,bgc_doge,"[36, 512, 0.5]"
bgc_doge_021,0.0024,DOGE,R,R,1h,bgc_doge,"[42, 124, 0.8]"
bgc_doge_022,0.0024,DOGE,R,R,1h,bgc_doge,"[42, 236, 0.5]"
bgc_doge_023,0.0024,DOGE,R,R,1h,bgc_doge,"[24, 512, 0.5]"
bgc_doge_024,0.0024,DOGE,R,R,1h,bgc_doge,"[30, 1292, 0.55]"
bgc_fet_001,0.017,FET,R,B,1h,bgc_fet,"[48, 57, 1.4]"
bgc_fet_002,0.017,FET,R,B,1h,bgc_fet,"[48, 57, 1.8]"
bgc_fet_003,0.017,FET,R,B,1h,bgc_fet,"[48, 41, 1.4]"
bgc_fet_004,0.017,FET,R,B,1h,bgc_fet,"[36, 76, 1.2]"
bgc_fet_005,0.017,FET,R,B,1h,bgc_fet,"[4, 76, 1.6]"
bgc_fet_006,0.017,FET,R,B,1h,bgc_fet,"[36, 192, 1.6]"
bgc_fet_007,0.017,FET,R,B,1h,bgc_fet,"[42, 155, 1.6]"
bgc_fet_008,0.017,FET,R,B,1h,bgc_fet,"[48, 192, 1.8]"
bgc_fet_009,0.017,FET,R,B,1h,bgc_fet,"[48, 57, 1.6]"
bgc_hbar_001,0.0056,HBAR,R,B,1h,bgc_hbar,"[30, 1292, 1.0]"
bgc_hbar_002,0.0056,HBAR,R,B,1h,bgc_hbar,"[8, 1292, 1.2]"
bgc_hbar_003,0.0056,HBAR,R,B,1h,bgc_hbar,"[6, 894, 1.0]"
bgc_hbar_004,0.0056,HBAR,R,B,1h,bgc_hbar,"[4, 1292, 1.0]"
bgc_hbar_005,0.0056,HBAR,R,B,1h,bgc_hbar,"[12, 1075, 1.0]"
bgc_hbar_006,0.0056,HBAR,R,B,1h,bgc_hbar,"[6, 1292, 1.0]"
bgc_hbar_007,0.0056,HBAR,R,B,1h,bgc_hbar,"[24, 1552, 0.8]"
bgc_hbar_008,0.0056,HBAR,R,B,1h,bgc_hbar,"[12, 1292, 1.0]"
bgc_hbar_009,0.0056,HBAR,R,R,1h,bgc_hbar,"[8, 1292, 0.85]"
bgc_hbar_010,0.0056,HBAR,R,R,1h,bgc_hbar,"[48, 1075, 0.7]"
bgc_hbar_011,0.0056,HBAR,R,R,1h,bgc_hbar,"[4, 894, 0.8]"
bgc_hbar_012,0.0056,HBAR,R,R,1h,bgc_hbar,"[12, 1292, 0.8]"
bgc_hbar_013,0.0056,HBAR,R,R,1h,bgc_hbar,"[36, 1075, 0.7]"
bgc_hbar_014,0.0056,HBAR,R,R,1h,bgc_hbar,"[12, 1292, 0.9]"
bgc_icp_001,0.0292,ICP,R,B,1h,bgc_icp,"[36, 288, 1.0]"
bgc_icp_002,0.0292,ICP,R,B,1h,bgc_icp,"[4, 192, 2.0]"
bgc_icp_003,0.0292,ICP,R,B,1h,bgc_icp,"[2, 288, 1.6]"
bgc_icp_004,0.0292,ICP,R,B,1h,bgc_icp,"[2, 192, 2.0]"
bgc_icp_005,0.0292,ICP,R,B,1h,bgc_icp,"[18, 155, 0.0]"
bgc_icp_006,0.0292,ICP,R,B,1h,bgc_icp,"[6, 424, 1.4]"
bgc_icp_007,0.0292,ICP,R,B,1h,bgc_icp,"[4, 236, 2.0]"
bgc_icp_008,0.0292,ICP,R,B,1h,bgc_icp,"[1, 236, 1.8]"
bgc_icp_009,0.0292,ICP,R,B,1h,bgc_icp,"[2, 236, 2.0]"
bgc_icp_010,0.0292,ICP,R,B,1h,bgc_icp,"[6, 288, 2.2]"
bgc_near_001,0.0036,NEAR,R,B,1h,bgc_near,"[60, 236, 0.4]"
bgc_near_002,0.0036,NEAR,R,B,1h,bgc_near,"[36, 236, 0.0]"
bgc_near_003,0.0036,NEAR,R,B,1h,bgc_near,"[72, 155, 0.8]"
bgc_near_004,0.0036,NEAR,R,B,1h,bgc_near,"[84, 743, 1.4]"
bgc_near_005,0.0036,NEAR,R,B,1h,bgc_near,"[24, 236, 0.0]"
bgc_near_006,0.0036,NEAR,R,B,1h,bgc_near,"[96, 894, 1.6]"
bgc_near_007,0.0036,NEAR,R,B,1h,bgc_near,"[60, 192, 1.2]"
bgc_near_008,0.0036,NEAR,R,B,1h,bgc_near,"[96, 192, 1.4]"
bgc_near_009,0.0036,NEAR,R,B,1h,bgc_near,"[60, 512, 1.0]"
bgc_near_010,0.0036,NEAR,R,B,1h,bgc_near,"[96, 894, 1.4]"
bgc_near_011,0.0036,NEAR,R,B,1h,bgc_near,"[42, 1075, 1.4]"
bgc_near_012,0.0036,NEAR,R,R,1h,bgc_near,"[30, 512, 0.75]"
bgc_near_013,0.0036,NEAR,R,R,1h,bgc_near,"[84, 192, 0.65]"
bgc_near_014,0.0036,NEAR,R,R,1h,bgc_near,"[24, 512, 0.65]"
bgc_near_015,0.0036,NEAR,R,R,1h,bgc_near,"[30, 424, 0.7]"
bgc_near_016,0.0036,NEAR,R,R,1h,bgc_near,"[36, 424, 0.65]"
bgc_near_017,0.0036,NEAR,R,R,1h,bgc_near,"[48, 288, 0.5]"
bgc_near_018,0.0036,NEAR,R,R,1h,bgc_near,"[30, 424, 0.6]"
bgc_near_019,0.0036,NEAR,R,R,1h,bgc_near,"[36, 288, 0.55]"
bgc_near_020,0.0036,NEAR,R,R,1h,bgc_near,"[96, 192, 0.7]"
bgc_near_021,0.0036,NEAR,R,R,1h,bgc_near,"[30, 512, 0.6]"
bgc_tao_001,0.0269,TAO,R,B,1h,bgc_tao,"[4, 424, 1.8]"
bgc_tao_002,0.0269,TAO,R,B,1h,bgc_tao,"[8, 124, 1.8]"
bgc_tao_003,0.0269,TAO,R,B,1h,bgc_tao,"[1, 1075, 1.4]"
bgc_tao_004,0.0269,TAO,R,B,1h,bgc_tao,"[6, 98, 2.0]"
bgc_tao_005,0.0269,TAO,R,B,1h,bgc_tao,"[6, 124, 1.4]"
bgc_tao_006,0.0269,TAO,R,B,1h,bgc_tao,"[2, 124, 1.2]"
bgc_tao_007,0.0269,TAO,R,B,1h,bgc_tao,"[2, 512, 1.0]"
bgc_tao_008,0.0269,TAO,R,B,1h,bgc_tao,"[4, 124, 1.4]"
bgc_tao_009,0.0269,TAO,R,B,1h,bgc_tao,"[6, 98, 1.8]"
bgc_tao_010,0.0269,TAO,R,B,1h,bgc_tao,"[4, 98, 1.6]"
bgc_tao_011,0.0269,TAO,R,B,1h,bgc_tao,"[6, 124, 1.6]"
bgc_tao_012,0.0269,TAO,R,B,1h,bgc_tao,"[12, 424, 1.8]"
bgc_ton_001,0.0267,TON,R,B,1h,bgc_ton,"[96, 124, 2.2]"
bgc_ton_002,0.0267,TON,R,B,1h,bgc_ton,"[12, 155, 0.4]"
bgc_ton_003,0.0267,TON,R,B,1h,bgc_ton,"[6, 192, 0.2]"
bgc_ton_004,0.0267,TON,R,B,1h,bgc_ton,"[84, 124, 2.0]"
bgc_ton_005,0.0267,TON,R,B,1h,bgc_ton,"[60, 192, 2.2]"
bgc_ton_006,0.0267,TON,R,B,1h,bgc_ton,"[36, 424, 1.0]"
bgc_ton_007,0.0267,TON,R,B,1h,bgc_ton,"[42, 124, 0.8]"
bgc_ton_008,0.0267,TON,R,B,1h,bgc_ton,"[18, 192, 0.8]"
bgc_ton_009,0.0267,TON,R,B,1h,bgc_ton,"[12, 76, 0.0]"
bgc_uni_001,0.0383,UNI,R,B,1h,bgc_uni,"[1, 236, 2.0]"
bgc_uni_002,0.0383,UNI,R,B,1h,bgc_uni,"[1, 424, 2.2]"
bgc_uni_003,0.0383,UNI,R,B,1h,bgc_uni,"[1, 1864, 2.2]"
bgc_uni_004,0.0383,UNI,R,B,1h,bgc_uni,"[1, 350, 1.8]"
bgc_uni_005,0.0383,UNI,R,B,1h,bgc_uni,"[48, 617, 0.4]"
bgc_uni_006,0.0383,UNI,R,B,1h,bgc_uni,"[2, 1864, 2.2]"
bgc_uni_007,0.0383,UNI,R,B,1h,bgc_uni,"[1, 2238, 2.2]"
bgc_uni_008,0.0383,UNI,R,B,1h,bgc_uni,"[4, 155, 2.2]"
bgc_uni_009,0.0383,UNI,R,B,1h,bgc_uni,"[8, 512, 1.2]"
bgc_uni_010,0.0383,UNI,R,B,1h,bgc_uni,"[1, 1292, 2.0]"
bgc_virtual_001,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[24, 1552, 1.0]"
bgc_virtual_002,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[42, 1075, 0.8]"
bgc_virtual_003,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[30, 1552, 1.0]"
bgc_virtual_004,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[24, 1075, 1.0]"
bgc_virtual_005,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[12, 1292, 0.8]"
bgc_virtual_006,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[4, 1864, 0.8]"
bgc_virtual_007,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[18, 1552, 0.8]"
bgc_virtual_008,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[12, 743, 0.8]"
bgc_virtual_009,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[48, 1552, 1.0]"
bgc_virtual_010,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[96, 192, 2.2]"
bgc_virtual_011,0.0251,VIRTUAL,R,B,1h,bgc_virtual,"[6, 1864, 0.8]"
bgc_virtual_012,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[30, 1292, 0.85]"
bgc_virtual_013,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[18, 1552, 0.75]"
bgc_virtual_014,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[24, 1552, 0.8]"
bgc_virtual_015,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[24, 1292, 0.8]"
bgc_virtual_016,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[1, 743, 0.95]"
bgc_virtual_017,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[18, 1552, 0.8]"
bgc_virtual_018,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[12, 1864, 0.85]"
bgc_virtual_019,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[42, 1292, 0.9]"
bgc_virtual_020,0.0251,VIRTUAL,R,R,1h,bgc_virtual,"[18, 1864, 0.8]"
bgc_zec_001,0.0074,ZEC,R,B,1h,bgc_zec,"[72, 1292, 0.4]"
bgc_zec_002,0.0074,ZEC,R,B,1h,bgc_zec,"[60, 1075, 0.4]"
